Company Name,BAN,Substance Abuse,LCSW,LPC,MFT,LMSW,PLPC,Psychiatric Nurse Practitioner,Psychiatrist,Psychologist,Alcohol and Substance Abuse,Anger Management,Child/Adolescent,Domestic Violence,Faith Based,Family/Marriage,General Mental Health,Post Traumatic Stress,Sexual Assault,Suicide Prevention,Traumatic Brain Injury,Website,Phone Number,Zip Code,Country ,TRICARE,Military Culture,Admin Notes,Location 1,Suite No.
"Vonita Kelly, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,http://ccc-world.net,4178809592,65804,United States,No,"Not yet, but I would like to work with the military community",,"1519 E. Sunshine Street
Springfield, Missouri 65804
(37.181728, -93.268017)",Suite B
"Vonita Kelly, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,http://ccc-world.net,4178809592,64801,United States,No,"Not yet, but I would like to work with the military community",,"615 Minnesota
Joplin, Missouri 64801
(37.084802, -94.505783)",
Waldo Psychotherapy,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,http://www.waldopsychotherapy.com,8163058538,64114,United States,No,"Yes, I have training in military culture",,"121 E. Gregory Blvd.
Kansas City, Missouri 64114
(38.999307, -94.587072)",
Warrensburg Counseling Services LLC,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://warrensburgcounselingservices.com/,6604296285,64093,United States,Yes,"Yes, I have training in military culture",,"210 North Holden Street
Warrensburg, Missouri 64093
(38.764555, -93.740312)",
"Wendy Jamison, LPC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,3142291019,63021,United States,No,"Yes, I have training in military culture",,"1103 Ridgeway Meadow Drive
Ellisville, Missouri 63021
(38.583052, -90.586573)",
"Wentzville Counseling Services, LLC",No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://Wentzvillecounselingservices.com,6362932361,63385,United States,No,"Not yet, but I would like to work with the military community",,"14 East Main Street
Wentzville, Missouri 63385
(38.811143, -90.852247)",Suite 103
"Wesley Starlin, LPC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,http://www.swcounseling.com/,4173651448,65738,United States,No,"Not yet, but I would like to work with the military community",,"528 S Eagan Street
Republic, Missouri 65738
(37.115606, -93.487886)",
West County Psychological Associates,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://wcpastl.com,3142758599,63141,United States,No,"Not yet, but I would like to work with the military community",,"12125 Woodcrest Executive Drive
St. Louis, Missouri 63141
(38.674975, -90.452449)",Suite 110
White Oak Counseling,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,5732212111,63401,United States,Yes,"Not yet, but I would like to work with the military community",,"1221 Broadway St.
Hannibal, Missouri 63401
(39.707149, -91.368347)",
Will's Place (for children ages 2-18),No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.freemanhealth.com/willsplace,4173477580,64804,United States,No,"Not yet, but I would like to work with the military community",,"1800 W. 30th Street
Joplin, Missouri 64804
(37.057689, -94.534768)",
Yardley Counseling,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,http://www.yardleycounseling.com,8166791524,64052,United States,Yes,"Not yet, but I would like to work with the military community",,"1133 W. Main St.
Blue Springs, Missouri 64052
(39.01839, -94.278216)",Suite 101
"Your Inner Journey, LLC",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,http://www.karenkwalkercounseling.com,6367343295,63301,United States,No,"Not yet, but I would like to work with the military community",,"523 South Fifth Street
St. Charles, Missouri 63301
(38.778775, -90.488141)",
YWCA St. Louis Regional Assault Center,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,http://www.HopeHealReflect.com,3147266665,63109,United States,No,"Not yet, but I would like to work with the military community",,"140 N Brentwood Blvd
St. Louis, Missouri 63109
(38.652923, -90.34072)",
